title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,ShopeeFood,GrabFood,GoFood,jumlah_sosmed_ODD,kategori,has_website,has_phone,cluster,tier
Jfc Pemaron,4.4,192,"V397+R2H, Jl. Singaraja",Buleleng Regency,,+62 878-2799-9783,https://www.google.com/maps/search/?api1&queryJfc%20Pemaron&query_place_idChIJv83j9a2b0S0RL32iRqvA1Nc,Fast food restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
McDonald's Singaraja,4.4,1416,Jl. Ngurah Rai No.52,Buleleng Regency,,+62 811-1310-5741,https://www.google.com/maps/search/?api1&queryMcDonald's%20Singaraja&query_place_idChIJYf6GOKCb0S0RUfIW0sO8ico,Fast food restaurant,True,True,True,True,True,True,True,7,Sangat tinggi,0,1,0,2
Seblak Jadul Prasmanan,4.4,25,"V3C6+2M3 Hotel Puri Bagus, Jl. Dewa Putu Kerta",Buleleng Regency,,+62 889-8735-8789,https://www.google.com/maps/search/?api1&querySeblak%20Jadul%20Prasmanan&query_place_idChIJwUjbZgCb0S0RykEGNwvoXpA,Fast food restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
BEBEK SINJAY BANGKALAN,4.4,51,Jl. Yeh Gangga I,Tabanan Regency,,+62 818-0541-5423,https://www.google.com/maps/search/?api1&queryBEBEK%20SINJAY%20BANGKALAN&query_place_idChIJh-6m6BU70i0RaNzUiv7ak4E,Indonesian restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
RM 3 Bersaudara,4.4,210,Jl. Dr. Ir. Soekarno No.88A,Tabanan Regency,,+62 859-2989-5899,https://www.google.com/maps/search/?api1&queryRM%203%20Bersaudara&query_place_idChIJ9zU1WAA70i0RoqKDabs9YTA,Indonesian restaurant,True,False,True,False,False,False,True,3,Sedang,0,1,0,2
Warung Divayana,4.4,11,"W49C+52P, Jl. Pantai Kerobokan",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Divayana&query_place_idChIJJw8bfyuX0S0RXxFX3gQQpUs,Indonesian restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Warung Banyuwangi,4.4,15,"F437+RXC, Jl. Anyelir",Tabanan Regency,,+62 812-3933-1275,https://www.google.com/maps/search/?api1&queryWarung%20Banyuwangi&query_place_idChIJNQ4M02c60i0RfQAURNxsOfg,Javanese restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Jawa Bu Halima,4.4,33,"F466+4GG, Jl. Dr. Ir Soekarno I",Tabanan Regency,,+62 821-4614-2490,https://www.google.com/maps/search/?api1&queryWarung%20Jawa%20Bu%20Halima&query_place_idChIJGxmQ3WM60i0RzglxABHHK6o,Javanese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Makan Bu Niti,4.4,9,"V4R4+244, Jl. Pulau Komodo",Buleleng Regency,,+62 818-0538-2742,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Bu%20Niti&query_place_idChIJ--S12iiR0S0RPz4BTtnwEDQ,Javanese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Seblak Hasna 2,4.4,10,Jl. Yudistira,Buleleng Regency,,+62 889-8721-5551,https://www.google.com/maps/search/?api1&queryWarung%20Seblak%20Hasna%202&query_place_idChIJcabHj2WR0S0RlkvmaS-6CQc,Nasi restaurant,False,False,True,True,False,False,False,2,Sedang,0,1,0,2
wr.nasi be genyol mek ebeng,4.4,5,"F479+79P, Jl. Kutilang",Tabanan Regency,,+62 812-3910-9424,https://www.google.com/maps/search/?api1&querywr.nasi%20be%20genyol%20mek%20ebeng&query_place_idChIJr1FSqp070i0Rze6Kq76O-jo,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Rumah Makan Padang Bareh Solok,4.4,311,Jl. A. Yani No.168,Buleleng Regency,,+62 811-3846-300,https://www.google.com/maps/search/?api1&queryRumah%20Makan%20Padang%20Bareh%20Solok&query_place_idChIJR9zNKW2a0S0Rnpm8hvBdk6A,Padang restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
RUMAH MAKAN PADANG MINANG SAIYO 2 . KAMPUNG BARU,4.4,32,Jl. Surapati No.89,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryRUMAH%20MAKAN%20PADANG%20MINANG%20SAIYO%202%20.%20KAMPUNG%20BARU&query_place_idChIJVZ0FHOCR0S0RXcn5I-Bp6FE,Padang restaurant,False,False,True,False,False,False,True,2,Sedang,0,0,1,3
1000 Dream Restaurant,4.4,22,Jl. Seririt- Singaraja,Buleleng Regency,,+62 813-3974-8844,https://www.google.com/maps/search/?api1&query1000%20Dream%20Restaurant&query_place_idChIJ7T7tZ1yb0S0Rb_4rL7l64js,Restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
Babi Guling Bypass Nadi Jaya,4.4,7,,Tabanan Regency,,+62 878-6022-7566,https://www.google.com/maps/search/?api1&queryBabi%20Guling%20Bypass%20Nadi%20Jaya&query_place_idChIJG61srEk60i0Rf0mhmQLLtPQ,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Beatrix Patisserie And Gourmet,4.4,273,"B, singaraja, Jl. Udayana No.5",Buleleng Regency,,+62 362 32375,https://www.google.com/maps/search/?api1&queryBeatrix%20Patisserie%20And%20Gourmet&query_place_idChIJT-0EwnSa0S0RSEasTVEsxeQ,Restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
Lusi & Pakan Tabanan,4.4,430,Jl. Rambutan,Tabanan Regency,https://www.instagram.com/lusidanpakantabanan/,,https://www.google.com/maps/search/?api1&queryLusi%20%26%20Pakan%20Tabanan&query_place_idChIJp_IPf2Q70i0RTwU2H8NkVtg,Restaurant,True,False,False,False,False,False,False,1,Rendah,1,0,2,1
Maem Sik,4.4,9,Jl. Gajah Mada No.111,Tabanan Regency,,+62 896-7044-2491,https://www.google.com/maps/search/?api1&queryMaem%20Sik&query_place_idChIJK3F5kA870i0Ry8wXcJ2NrGo,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Nadarasa,4.4,47,Jl. A. Yani,Buleleng Regency,,+62 878-6616-1116,https://www.google.com/maps/search/?api1&queryNadarasa&query_place_idChIJzzsfAvWb0S0R8voOjmzlFak,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Royal Sunset Resto,4.4,85,,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryRoyal%20Sunset%20Resto&query_place_idChIJ80vAUQCR0S0RvUeMUgIKyx4,Restaurant,False,False,False,True,False,False,False,1,Rendah,0,0,1,3
WON FRIED CHICKEN,4.4,7,Jl. Mawar No.41a,Tabanan Regency,,+62 822-2163-7148,https://www.google.com/maps/search/?api1&queryWON%20FRIED%20CHICKEN&query_place_idChIJm_T2Nng70i0RbR9_mBf_Qjw,Restaurant,True,False,True,False,False,False,True,3,Sedang,0,1,0,2
WARUNG SATE LUMAYAN,4.4,5,"V325+P82, Jl. Raya Anturan",Buleleng Regency,,+62 819-3655-6941,https://www.google.com/maps/search/?api1&queryWARUNG%20SATE%20LUMAYAN&query_place_idChIJUfVVkPCb0S0R2b1gZejvyiU,Satay restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Tanjung Alam Dermaga,4.4,26,"Jalan Erlangga, Dermaga eks pelabuhan buleleng, eks Jl. Pelabuhan Buleleng",,,+62 852-3771-1414,https://www.google.com/maps/search/?api1&queryTanjung%20Alam%20Dermaga&query_place_idChIJoTqlbACb0S0Rxo-D47KNfRU,Seafood restaurant,False,True,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Nasi Sopan Bali,4.4,18,"F469+V9M, Jl. Pulau Menjangan",Tabanan Regency,,+62 851-0377-6398,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Sopan%20Bali&query_place_idChIJaz0E01860i0RcgUh8EU4UTE,Soup shop,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Retro,4.4,360,,Buleleng Regency,,+62 362 3303103,https://www.google.com/maps/search/?api1&queryWarung%20Retro&query_place_idChIJK2gVHnOa0S0RyB1EjHnnvyY,Western restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Seblak HASNA 1,3.4,71,Jl. Ki Barak Panji,Buleleng Regency,,+62 896-6864-9686,https://www.google.com/maps/search/?api1&queryWarung%20Seblak%20HASNA%201&query_place_idChIJk_kXvfyb0S0RBYY6UezR6SI,Nasi restaurant,False,False,True,True,False,False,False,2,Sedang,0,1,0,2
HIRO SUKI&BBQ,3.4,14,Jl. Udayana No.1,Buleleng Regency,,+62 362 330680,https://www.google.com/maps/search/?api1&queryHIRO%20SUKI%26BBQ&query_place_idChIJcyPy7IWb0S0RGgo_U7yye5Y,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Bakso Haram Singaraja,4.3,245,Jl. Singaraja-Gilimanuk,Buleleng Regency,,+62 819-0790-3156,https://www.google.com/maps/search/?api1&queryBakso%20Haram%20Singaraja&query_place_idChIJNdICmGya0S0RsaHa0RVlAL4,Bakso restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Istana Bakso Super Solo Mas Yono,4.3,32,"C4XF+X8R, Jl. Dr. Ir. Soekarno",Tabanan Regency,,+62 813-3791-0975,https://www.google.com/maps/search/?api1&queryIstana%20Bakso%20Super%20Solo%20Mas%20Yono&query_place_idChIJwR0_sIg70i0R0zyJheHQ3eI,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Bakso Fitri,4.3,10,"F437+3HC, Jl. Anyelir",Tabanan Regency,,+62 858-1925-2977,https://www.google.com/maps/search/?api1&queryWarung%20Bakso%20Fitri&query_place_idChIJ3TGY7Wg60i0RJVdFlhEFkEE,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Eka Syobak Dan Bakso Babi,4.3,4,V3QP+HP8,Buleleng Regency,,+62 881-0374-11469,https://www.google.com/maps/search/?api1&queryWarung%20Eka%20Syobak%20Dan%20Bakso%20Babi&query_place_idChIJH18t3umb0S0RyHLCjUASbiM,Bakso restaurant,True,True,False,False,False,False,False,2,Sedang,0,1,0,2
Warung Wira Sangket,4.3,14,Warung Wira Sangket,Buleleng Regency,,+62 819-1567-2299,https://www.google.com/maps/search/?api1&queryWarung%20Wira%20Sangket&query_place_idChIJ3ZYYGhOQ0S0RWaVhch6dgc4,Bakso restaurant,False,False,True,False,False,False,False,1,Rendah,0,1,0,2
Warung Bu Made,4.3,6,V45J+9P3,Buleleng Regency,https://www.instagram.com/agusaputra46035,+62 859-3126-7219,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Made&query_place_idChIJyxUiOiSR0S0RzNjQvrYIIEk,Balinese restaurant,False,False,False,False,False,False,False,0,Rendah,1,1,2,1
Warung Makan Babi Guling Febyayu,4.3,21,V363+5PH,Buleleng Regency,,+62 819-1737-8584,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Babi%20Guling%20Febyayu&query_place_idChIJw4zWUeib0S0RcBCNyDj2kqM,Balinese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Makan Lesehan Tut Peny,4.3,103,Jl. WR Supratman,Buleleng Regency,,+62 877-6211-1070,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Lesehan%20Tut%20Peny&query_place_idChIJreEMSLWQ0S0RWHDz1-6w_EY,Balinese restaurant,True,False,True,False,False,True,True,4,Tinggi,0,1,0,2
Siobak Babi Khe Lok,4.3,1333,Jl. Surapati No.66,Buleleng Regency,,,https://www.google.com/maps/search/?api1&querySiobak%20Babi%20Khe%20Lok&query_place_idChIJp41d6Aea0S0ROcH9TrFap7I,Chinese restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Bambu,4.3,19,Jl. Anyelir V No.5,Tabanan Regency,,+62 899-7867-065,https://www.google.com/maps/search/?api1&queryWarung%20Bambu&query_place_idChIJh95t42g60i0RDNZPxeIm9tM,Diner,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
McDonald’s Tabanan,4.3,2132,"C4XJ+87W, Jl. Dr. Ir. Soekarno",Tabanan Regency,http://mcdonalds.com/,,https://www.google.com/maps/search/?api1&queryMcDonald%E2%80%99s%20Tabanan&query_place_idChIJLRPGhj070i0RSG91LvMD-T0,Fast food restaurant,True,True,True,True,True,True,True,7,Sangat tinggi,1,0,2,1
Richeese Factory Singaraja,4.3,643,Jl. Gajah Mada,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryRicheese%20Factory%20Singaraja&query_place_idChIJj8Y3nd6b0S0REZSNR9ZO1H0,Fast food restaurant,True,True,True,False,False,False,True,4,Tinggi,0,0,1,3
Warung Tengah Carik,4.3,100,,Buleleng Regency,http://www.wtc.com/,+62 812-3996-8306,https://www.google.com/maps/search/?api1&queryWarung%20Tengah%20Carik&query_place_idChIJD1m2Evya0S0RyllbXd7ksCI,Ikan bakar restaurant,True,False,False,False,False,False,True,2,Sedang,1,1,2,1
Betutu Panggang Biang Koripan 7 - Gerokgak,4.3,11,Jl. Mawar No.91,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBetutu%20Panggang%20Biang%20Koripan%207%20-%20Gerokgak&query_place_idChIJCcAeOwA70i0RkRLgdKDfhWY,Indonesian restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Nasi Goreng ABANG ABANG,4.3,6,"W436+RP2, Jl. WR Supratman",Buleleng Regency,,+62 852-5227-6717,https://www.google.com/maps/search/?api1&queryNasi%20Goreng%20ABANG%20ABANG&query_place_idChIJva-IXHyR0S0RAtl96OIJglQ,Indonesian restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Sate Bawah Pohon Gedung I Ketut Maria Tabanan,4.3,3,"F46F+WX8, Jl. Sri Gunting No.1",Tabanan Regency,,,https://www.google.com/maps/search/?api1&querySate%20Bawah%20Pohon%20Gedung%20I%20Ketut%20Maria%20Tabanan&query_place_idChIJi1DuF5070i0RgIWYtuFeydI,Indonesian restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
satebabi,4.3,3,Jl. Surapati No.43,Buleleng Regency,,,https://www.google.com/maps/search/?api1&querysatebabi&query_place_idChIJlUApOWSb0S0R4HMm5APNyFQ,Indonesian restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Joffi Ramen,4.3,6,"V3JF+5CX, Jl. A. Yani",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryJoffi%20Ramen&query_place_idChIJx22NJQCb0S0R9a4KK7t5Osg,Japanese restaurant,True,False,False,False,False,False,False,1,Rendah,0,0,1,3
Shouri Sushi,4.3,249,,Buleleng Regency,,+62 362 3306803,https://www.google.com/maps/search/?api1&queryShouri%20Sushi&query_place_idChIJEWIZEu2b0S0RRt6XTvsJWs4,Japanese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Bu Agus,4.3,3,"V3GJ+PJ4, Jl. Dewi Uma Gg. Tembakau",Buleleng Regency,,+62 813-3846-7165,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Agus&query_place_idChIJx30j0Tqb0S0RsXoghV_XT0Q,Javanese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Jawa Yunita,4.3,6,"C4XJ+2XM, Jl. Dr. Ir. Soekarno",Tabanan Regency,,+62 852-3804-9888,https://www.google.com/maps/search/?api1&queryWarung%20Jawa%20Yunita&query_place_idChIJ3S-8VEg60i0RhPHqtbmU_r0,Javanese restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Makan Bu Ketut,4.3,3,"V4VJ+MCW, Jl. Raya Keloncing",Buleleng Regency,,+62 838-5485-7197,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Bu%20Ketut&query_place_idChIJ4RqrJCiR0S0RFYPT2Q8nKtk,Javanese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Wong Jowo,4.3,126,"F466+JGG, Jl. Dr. Ir. Soekarno",Tabanan Regency,,+62 823-4059-5800,https://www.google.com/maps/search/?api1&queryWarung%20Wong%20Jowo&query_place_idChIJpaIl02M60i0Rl8Iz-vf8b7U,Javanese restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Ayam Goreng Jinengantik,4.3,3,Jl. Raya Jinengdalem,Buleleng Regency,,+62 813-3852-0408,https://www.google.com/maps/search/?api1&queryAyam%20Goreng%20Jinengantik&query_place_idChIJSd14wwKR0S0RKCkiEpGEpfc,Nasi restaurant,False,False,True,False,False,False,True,2,Sedang,0,1,0,2
Warung Sekar,4.3,16,Jl. Gajah Mada No.12 A,Buleleng Regency,,+62 819-3661-3773,https://www.google.com/maps/search/?api1&queryWarung%20Sekar&query_place_idChIJecFYBp2Q0S0RZXYVVmM7XiU,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Joffi Ramen Singaraja,4.3,344,V3HC+3F4,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryJoffi%20Ramen%20Singaraja&query_place_idChIJ579VAQCb0S0RyIPSVSId9LA,Ramen restaurant,True,True,False,False,False,False,False,2,Sedang,0,0,1,3
Food De'so,4.3,8,"F465+R4R, Jl. Merdeka",Tabanan Regency,,+62 818-0530-0588,https://www.google.com/maps/search/?api1&queryFood%20De'so&query_place_idChIJyyct6WI60i0RzB8G-doKesY,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Kedai Radja Ketjil,4.3,115,Jl. Lely No.10,Buleleng Regency,,+62 811-3770-911,https://www.google.com/maps/search/?api1&queryKedai%20Radja%20Ketjil&query_place_idChIJOTKzaceb0S0RTUhyQ_ECmo0,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
MiLu MaLu Kitchen,4.3,41,Jl. Rajawali Martha Puri Asri No.1,Tabanan Regency,,+62 811-3801-1888,https://www.google.com/maps/search/?api1&queryMiLu%20MaLu%20Kitchen&query_place_idChIJeepUais70i0Reh7fpiiVxaQ,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Nasi Jinggo Jukut Undis,4.3,3,Jl. Mayor Metra No.23,Buleleng Regency,,+62 877-764-524,https://www.google.com/maps/search/?api1&queryNasi%20Jinggo%20Jukut%20Undis&query_place_idChIJMa4SBIOQ0S0RhyM0QryKHaM,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Porkpoy Ribs Tabanan,4.3,101,F44C+XPF,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryPorkpoy%20Ribs%20Tabanan&query_place_idChIJCSRQp7M70i0RuC1MP1AA0nE,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Angga,4.3,6,V3MR+785,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Angga&query_place_idChIJ1SyrVXSa0S0RVvU-KV7SLn4,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Babi Guling Bu Made,4.3,52,"W459+7WR Jembatan, Jl. WR Supratman",Buleleng Regency,,+62 819-9952-7927,https://www.google.com/maps/search/?api1&queryWarung%20Babi%20Guling%20Bu%20Made&query_place_idChIJbzv7pAGX0S0RMGTnKcId_3c,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung bontox,4.3,4,"V4QG+596 br dinas ketug, Jln jineng dalem",Buleleng Regency,,+62 812-3680-3622,https://www.google.com/maps/search/?api1&queryWarung%20bontox&query_place_idChIJ1T5Q3qiR0S0R3IBymNEH6dQ,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Soto Bu Gin,4.3,3,"V39P+HP2, Jl. Srikandi Sambangan",Buleleng Regency,,+62 818-0543-3638,https://www.google.com/maps/search/?api1&queryWarung%20Soto%20Bu%20Gin&query_place_idChIJGVrVPnya0S0RUgorQY2SxBo,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Madura Sate Gule Kambing,4.3,43,"W46H+FW7, Jl. Raya Sangsit",Buleleng Regency,,+62 878-6310-0061,https://www.google.com/maps/search/?api1&queryWarung%20Madura%20Sate%20Gule%20Kambing&query_place_idChIJ6-ZI83mX0S0RnC1rEanpInk,Satay restaurant,True,False,True,False,False,False,True,3,Sedang,0,1,0,2
Warung Sate Gule Kambing Bakso Soto Babat,4.3,24,"V3RQ+HQ9, Singaraja",Buleleng Regency,,+62 877-6236-8041,https://www.google.com/maps/search/?api1&queryWarung%20Sate%20Gule%20Kambing%20Bakso%20Soto%20Babat&query_place_idChIJF7jFQgma0S0RRtF4GWx_YKg,Satay restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Sate Kambing Pak Alwi,4.3,3,"V3XW+69Q, Jl. Surapati",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Sate%20Kambing%20Pak%20Alwi&query_place_idChIJZwlR2ciR0S0Rh5VFQKYp62g,Satay restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Depot Jakarta Ahok,4.3,149,Jl. Pulau Bali No.10,Buleleng Regency,,+62 823-4065-4974,https://www.google.com/maps/search/?api1&queryDepot%20Jakarta%20Ahok&query_place_idChIJeyb5F3Wa0S0RBCnTEeyDZ-c,Seafood restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
IKAN BAKAR KERTA,4.3,138,Jl. Pantai Penimbangan,Buleleng Regency,,+62 877-6252-5848,https://www.google.com/maps/search/?api1&queryIKAN%20BAKAR%20KERTA&query_place_idChIJn8ljLlGb0S0Rrc3ISom8Ox4,Seafood restaurant,False,False,True,False,False,False,True,2,Sedang,0,1,0,2
Seafood Cak Ibad,4.3,469,,Buleleng Regency,,+62 823-4009-2546,https://www.google.com/maps/search/?api1&querySeafood%20Cak%20Ibad&query_place_idChIJ14uqnmua0S0RhqeKb19H_po,Seafood restaurant,True,False,True,False,False,False,True,3,Sedang,0,1,0,2
"Depot Vegetarian ""Cik Lan""",4.3,6,Perum Jl. Gria Kerobokan Permai No.e26,Buleleng Regency,,+62 819-3651-0487,https://www.google.com/maps/search/?api1&queryDepot%20Vegetarian%20%22Cik%20Lan%22&query_place_idChIJrzgPKPCX0S0Rc0IuNWqMLJc,Vegetarian restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Loving Hut - Singaraja,4.3,156,Jl. Surapati No.43,Buleleng Regency,http://www.lovinghut.co.id/,+62 821-4684-2487,https://www.google.com/maps/search/?api1&queryLoving%20Hut%20-%20Singaraja&query_place_idChIJta2ISKiQ0S0RZxASKMcjjwI,Vegetarian restaurant,True,False,True,False,False,False,False,2,Sedang,1,1,2,1
Warung Ikan bakar Lega Pemaron,3.3,54,V396+RQ4,Buleleng Regency,,+62 819-1571-1211,https://www.google.com/maps/search/?api1&queryWarung%20Ikan%20bakar%20Lega%20Pemaron&query_place_idChIJHRe_lxmb0S0Rgj4Q26kBPwE,Balinese restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Paon mama,3.3,19,Gg. XIX No.8a,Tabanan Regency,,+62 896-3646-5193,https://www.google.com/maps/search/?api1&queryPaon%20mama&query_place_idChIJzVL-BlQ70i0RCHMa8fi-QXQ,Chinese restaurant,False,False,False,False,False,True,True,2,Sedang,0,1,0,2
Warung Nasi Pecel Mbak Esthi Khas Madioen,3.3,3,F438+P9M,Tabanan Regency,,+62 853-3834-6336,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Pecel%20Mbak%20Esthi%20Khas%20Madioen&query_place_idChIJixxM32c60i0R3dzvhNg2d-U,Javanese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Wr pondok lalapan Lamongan asli,3.3,3,"V397+X53, Jl. A. Yani",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWr%20pondok%20lalapan%20Lamongan%20asli&query_place_idChIJxaMbtWCb0S0RcoQ92RkmeD4,Nasi restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Warung Babi Guling 38,2.3,3,V3QV+V2F,Buleleng Regency,,+62 878-5214-7803,https://www.google.com/maps/search/?api1&queryWarung%20Babi%20Guling%2038&query_place_idChIJ8bIG0Qea0S0RdWqPY0u0QmE,Satay restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Bakso Pak Pur,4.2,92,"V498+FGV, Jl. Pulau Menjangan",Buleleng Regency,,+62 877-6262-1000,https://www.google.com/maps/search/?api1&queryBakso%20Pak%20Pur&query_place_idChIJFW146oqQ0S0RuZUJoTEEj28,Bakso restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Bakso Solo Sri Wedari,4.2,11,"V4R6+2X3, Jl. Setia Budi",Buleleng Regency,,+62 857-3903-6686,https://www.google.com/maps/search/?api1&queryBakso%20Solo%20Sri%20Wedari&query_place_idChIJ3SIS59GR0S0R1ifuphAnw-0,Bakso restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Bakso Vanvin,4.2,6,"V4X2+4W8, Jl. Pulau Komodo",Buleleng Regency,,+62 852-0510-6785,https://www.google.com/maps/search/?api1&queryBakso%20Vanvin&query_place_idChIJa0qn-JeR0S0RINPb61nGSIU,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
